item_id,title,description,category,subcategory,brand,price,quality_score,popularity_score,is_cold_start,created_at
item_000260,EcoFresh Premium Air Quality,"Discover EcoFresh Premium Air Quality, the perfect air quality solution.",Health & Household,Air Quality,EcoFresh,14.91,0.6239,0.1129,false,2026-01-16T16:44:26.734622+00:00
item_000261,PeakAscent Deluxe Yoga,Top-rated yoga product from PeakAscent. Ideal for daily use.,Sports & Outdoors,Yoga,PeakAscent,76.44,0.8260,0.1126,false,2026-01-16T09:46:55.261584+00:00
item_000262,PeakAscent Premium Yoga,Top-rated yoga product from PeakAscent. Ideal for daily use.,Sports & Outdoors,Yoga,PeakAscent,13.74,0.7806,0.2106,false,2026-01-21T20:46:17.095040+00:00
item_000263,EleganceWear Classic Women's Dresse,"Discover EleganceWear Classic Women's Dresse, the perfect women's dresses solution.",Clothing,Women's Dresses,EleganceWear,289.86,0.7995,0.1265,false,2026-02-13T04:01:11.830167+00:00
item_000264,SpiceTrail Essential Spice,Top-rated spices product from SpiceTrail. Ideal for daily use.,Grocery & Gourmet Food,Spices,SpiceTrail,91.47,0.8163,0.1023,false,2026-02-08T16:28:28.812092+00:00
item_000265,AtlasBooks Premium Comic,AtlasBooks Premium Comic — high-quality comics for books enthusiasts.,Books,Comics,AtlasBooks,37.63,0.8600,0.5030,false,2026-02-14T05:06:16.964231+00:00
item_000266,PeakAscent Compact Yoga,Top-rated yoga product from PeakAscent. Ideal for daily use.,Sports & Outdoors,Yoga,PeakAscent,346.33,0.5011,0.1246,false,2026-02-27T01:36:22.595010+00:00
item_000267,EcoFresh Professional Air Quality,Top-rated air quality product from EcoFresh. Ideal for daily use.,Health & Household,Air Quality,EcoFresh,48.71,0.4752,0.1809,false,2026-02-06T22:16:57.877070+00:00
item_000268,DriveSafe Compact Oils & Fluid,"Discover DriveSafe Compact Oils & Fluid, the perfect oils & fluids solution.",Automotive,Oils & Fluids,DriveSafe,302.42,0.9089,0.2274,false,2026-01-24T15:32:25.859510+00:00
item_000269,EcoFresh Classic Air Quality,EcoFresh Classic Air Quality — high-quality air quality for health & household enthusiasts.,Health & Household,Air Quality,EcoFresh,47.35,0.4570,0.0702,false,2026-02-07T18:28:48.493979+00:00
item_000270,ChefElite Ultra Bedding,"Discover ChefElite Ultra Bedding, the perfect bedding solution.",Home & Kitchen,Bedding,ChefElite,497.42,0.8538,0.1184,false,2026-01-03T17:11:53.651004+00:00
item_000271,AtlasBooks Deluxe Comic,Top-rated comics product from AtlasBooks. Ideal for daily use.,Books,Comics,AtlasBooks,16.43,0.8218,0.0430,false,2026-01-11T05:10:27.702877+00:00
item_000272,SpiceTrail Modern Spice,Top-rated spices product from SpiceTrail. Ideal for daily use.,Grocery & Gourmet Food,Spices,SpiceTrail,12.62,0.4887,0.1456,false,2026-01-26T17:51:42.988871+00:00
item_000273,GlowLab Compact Skincare,"Discover GlowLab Compact Skincare, the perfect skincare solution.",Beauty & Personal Care,Skincare,GlowLab,11.63,0.7396,0.0596,false,2026-02-22T05:28:59.008588+00:00
item_000274,SpiceTrail Ultra Spice,Top-rated spices product from SpiceTrail. Ideal for daily use.,Grocery & Gourmet Food,Spices,SpiceTrail,63.86,0.5525,0.1379,false,2026-01-07T22:39:44.968751+00:00
item_000275,TechPro Modern Smartphone,TechPro Modern Smartphone delivers outstanding performance in smartphones.,Electronics,Smartphones,TechPro,2061.69,1.0000,0.0737,false,2026-01-05T01:29:05.858420+00:00
item_000276,AtlasBooks Eco Comic,Top-rated comics product from AtlasBooks. Ideal for daily use.,Books,Comics,AtlasBooks,68.35,0.6926,0.3797,false,2026-02-12T08:34:39.224627+00:00
item_000277,SpiceTrail Ultra Spice,Experience excellence with SpiceTrail Ultra Spice. Premium grocery & gourmet food choice.,Grocery & Gourmet Food,Spices,SpiceTrail,93.11,0.7445,0.4853,false,2026-01-02T21:51:28.393260+00:00
item_000278,DriveSafe Essential Oils & Fluid,"Discover DriveSafe Essential Oils & Fluid, the perfect oils & fluids solution.",Automotive,Oils & Fluids,DriveSafe,212.40,0.7164,0.2150,false,2026-02-14T04:11:52.761177+00:00
item_000279,GlowLab Deluxe Skincare,"Discover GlowLab Deluxe Skincare, the perfect skincare solution.",Beauty & Personal Care,Skincare,GlowLab,18.96,0.6428,0.2017,false,2026-01-02T02:18:55.272339+00:00
item_000280,SpiceTrail Compact Spice,Top-rated spices product from SpiceTrail. Ideal for daily use.,Grocery & Gourmet Food,Spices,SpiceTrail,4.34,0.4374,0.2810,false,2026-01-04T01:33:16.556292+00:00
item_000281,EleganceWear Deluxe Women's Dresse,"Discover EleganceWear Deluxe Women's Dresse, the perfect women's dresses solution.",Clothing,Women's Dresses,EleganceWear,94.21,0.5920,0.0620,false,2026-02-25T03:41:14.874295+00:00
item_000282,SpiceTrail Classic Spice,Top-rated spices product from SpiceTrail. Ideal for daily use.,Grocery & Gourmet Food,Spices,SpiceTrail,51.95,0.5943,0.5390,false,2026-01-07T08:31:43.648696+00:00
item_000283,TechPro Essential Smartphone,TechPro Essential Smartphone — high-quality smartphones for electronics enthusiasts.,Electronics,Smartphones,TechPro,2384.95,0.4600,0.3841,false,2026-01-13T17:43:59.128746+00:00
item_000284,GlowLab Premium Skincare,Top-rated skincare product from GlowLab. Ideal for daily use.,Beauty & Personal Care,Skincare,GlowLab,69.82,0.8902,0.3913,false,2026-02-08T06:37:40.737662+00:00
item_000285,BrainBoost Everyday Action Figure,Experience excellence with BrainBoost Everyday Action Figure. Premium toys & games choice.,Toys & Games,Action Figures,BrainBoost,75.14,0.6171,0.1151,false,2026-01-29T03:13:08.574652+00:00
item_000286,EcoFresh Modern Air Quality,EcoFresh Modern Air Quality delivers outstanding performance in air quality.,Health & Household,Air Quality,EcoFresh,30.31,0.7768,0.0999,false,2026-01-08T23:41:53.114757+00:00
item_000287,SpiceTrail Professional Spice,Experience excellence with SpiceTrail Professional Spice. Premium grocery & gourmet food choice.,Grocery & Gourmet Food,Spices,SpiceTrail,82.32,0.7066,0.0261,false,2026-01-28T14:06:16.674542+00:00
item_000288,DriveSafe Deluxe Oils & Fluid,"Discover DriveSafe Deluxe Oils & Fluid, the perfect oils & fluids solution.",Automotive,Oils & Fluids,DriveSafe,18.40,0.6959,0.2225,false,2026-01-18T23:56:26.109900+00:00
item_000289,GlowLab Essential Skincare,Top-rated skincare product from GlowLab. Ideal for daily use.,Beauty & Personal Care,Skincare,GlowLab,126.18,0.6772,0.2984,false,2026-01-09T05:26:57.070807+00:00
item_000290,GlowLab Everyday Skincare,GlowLab Everyday Skincare — high-quality skincare for beauty & personal care enthusiasts.,Beauty & Personal Care,Skincare,GlowLab,70.39,0.5866,0.3337,false,2026-02-08T07:23:12.622909+00:00
item_000291,EleganceWear Professional Women's Dresse,Top-rated women's dresses product from EleganceWear. Ideal for daily use.,Clothing,Women's Dresses,EleganceWear,271.69,0.6836,0.4138,false,2026-02-16T12:35:52.610005+00:00
item_000292,EleganceWear Ultra Women's Dresse,"Discover EleganceWear Ultra Women's Dresse, the perfect women's dresses solution.",Clothing,Women's Dresses,EleganceWear,158.78,0.8703,0.3302,false,2026-01-22T16:08:14.194981+00:00
item_000293,GlowLab Ultra Skincare,"Discover GlowLab Ultra Skincare, the perfect skincare solution.",Beauty & Personal Care,Skincare,GlowLab,86.16,0.4157,0.2576,false,2026-01-30T00:15:14.938896+00:00
item_000294,PeakAscent Essential Yoga,PeakAscent Essential Yoga delivers outstanding performance in yoga.,Sports & Outdoors,Yoga,PeakAscent,352.19,0.6074,0.3659,false,2026-01-23T11:01:38.208668+00:00
item_000295,AtlasBooks Classic Comic,AtlasBooks Classic Comic delivers outstanding performance in comics.,Books,Comics,AtlasBooks,65.42,0.5891,0.2363,false,2026-02-04T04:44:02.664279+00:00
item_000296,DriveSafe Deluxe Oils & Fluid,"Discover DriveSafe Deluxe Oils & Fluid, the perfect oils & fluids solution.",Automotive,Oils & Fluids,DriveSafe,332.51,0.6699,0.4897,false,2026-01-05T05:14:08.107390+00:00
item_000297,PeakAscent Professional Yoga,Experience excellence with PeakAscent Professional Yoga. Premium sports & outdoors choice.,Sports & Outdoors,Yoga,PeakAscent,53.66,0.4504,0.2686,false,2026-02-25T05:56:48.423074+00:00
item_000298,EcoFresh Classic Air Quality,EcoFresh Classic Air Quality delivers outstanding performance in air quality.,Health & Household,Air Quality,EcoFresh,30.16,0.7284,0.2310,false,2026-02-12T04:51:35.304720+00:00
item_000299,TechPro Everyday Smartphone,"Discover TechPro Everyday Smartphone, the perfect smartphones solution.",Electronics,Smartphones,TechPro,1969.04,0.5333,0.1474,false,2026-02-02T17:05:03.941171+00:00
item_000300,BrainBoost Deluxe Action Figure,BrainBoost Deluxe Action Figure — high-quality action figures for toys & games enthusiasts.,Toys & Games,Action Figures,BrainBoost,66.14,0.5747,0.1375,false,2026-01-21T18:52:46.016828+00:00
item_000301,SpiceTrail Eco Spice,Top-rated spices product from SpiceTrail. Ideal for daily use.,Grocery & Gourmet Food,Spices,SpiceTrail,11.85,0.7897,0.3672,false,2026-02-12T01:21:48.800401+00:00
item_000302,BrainBoost Premium Action Figure,Top-rated action figures product from BrainBoost. Ideal for daily use.,Toys & Games,Action Figures,BrainBoost,136.68,0.6350,0.3673,false,2026-02-21T01:52:06.130846+00:00
item_000303,EcoFresh Classic Air Quality,EcoFresh Classic Air Quality — high-quality air quality for health & household enthusiasts.,Health & Household,Air Quality,EcoFresh,39.09,0.9599,0.0118,false,2026-01-09T09:59:50.793216+00:00
item_000304,DriveSafe Everyday Oils & Fluid,Top-rated oils & fluids product from DriveSafe. Ideal for daily use.,Automotive,Oils & Fluids,DriveSafe,184.01,0.6182,0.2174,false,2026-02-25T12:11:20.376655+00:00
item_000305,GlowLab Compact Skincare,GlowLab Compact Skincare delivers outstanding performance in skincare.,Beauty & Personal Care,Skincare,GlowLab,119.76,0.6081,0.3251,false,2026-02-02T11:55:04.493493+00:00
item_000306,SpiceTrail Ultra Spice,Top-rated spices product from SpiceTrail. Ideal for daily use.,Grocery & Gourmet Food,Spices,SpiceTrail,34.17,0.7415,0.0339,false,2026-02-16T20:43:31.147311+00:00
item_000307,DriveSafe Deluxe Oils & Fluid,Top-rated oils & fluids product from DriveSafe. Ideal for daily use.,Automotive,Oils & Fluids,DriveSafe,195.86,0.6497,0.1540,false,2026-01-30T14:30:35.442108+00:00
item_000308,EleganceWear Modern Women's Dresse,EleganceWear Modern Women's Dresse — high-quality women's dresses for clothing enthusiasts.,Clothing,Women's Dresses,EleganceWear,31.79,0.9015,0.2116,false,2026-02-22T23:00:39.277798+00:00
item_000309,EcoFresh Eco Air Quality,Top-rated air quality product from EcoFresh. Ideal for daily use.,Health & Household,Air Quality,EcoFresh,47.39,0.7293,0.4127,false,2026-01-16T20:28:05.752527+00:00
item_000310,TechPro Everyday Smartphone,"Discover TechPro Everyday Smartphone, the perfect smartphones solution.",Electronics,Smartphones,TechPro,1333.03,0.8953,0.1571,false,2026-02-11T05:57:05.750206+00:00
item_000311,BrainBoost Ultra Action Figure,BrainBoost Ultra Action Figure delivers outstanding performance in action figures.,Toys & Games,Action Figures,BrainBoost,165.09,0.5154,0.2855,false,2026-02-05T02:41:14.587086+00:00
item_000312,EleganceWear Eco Women's Dresse,Top-rated women's dresses product from EleganceWear. Ideal for daily use.,Clothing,Women's Dresses,EleganceWear,32.29,0.6982,0.1463,false,2026-01-02T03:16:17.063859+00:00
item_000313,AtlasBooks Deluxe Comic,Top-rated comics product from AtlasBooks. Ideal for daily use.,Books,Comics,AtlasBooks,59.17,0.7535,0.1417,false,2026-02-28T23:49:53.085709+00:00
item_000314,PeakAscent Premium Yoga,"Discover PeakAscent Premium Yoga, the perfect yoga solution.",Sports & Outdoors,Yoga,PeakAscent,42.14,0.8231,0.0979,false,2026-01-26T17:44:15.050010+00:00
item_000315,BrainBoost Everyday Action Figure,Experience excellence with BrainBoost Everyday Action Figure. Premium toys & games choice.,Toys & Games,Action Figures,BrainBoost,158.32,0.7217,0.2101,false,2026-01-26T13:28:31.235900+00:00
item_000316,DriveSafe Premium Oils & Fluid,Experience excellence with DriveSafe Premium Oils & Fluid. Premium automotive choice.,Automotive,Oils & Fluids,DriveSafe,208.02,0.4519,0.3463,false,2026-01-14T11:45:52.689012+00:00
item_000317,ChefElite Professional Bedding,Experience excellence with ChefElite Professional Bedding. Premium home & kitchen choice.,Home & Kitchen,Bedding,ChefElite,358.19,0.6375,0.1569,false,2026-01-31T15:32:06.158944+00:00
item_000318,BrainBoost Everyday Action Figure,Top-rated action figures product from BrainBoost. Ideal for daily use.,Toys & Games,Action Figures,BrainBoost,121.44,0.9041,0.1349,false,2026-01-03T17:57:07.806921+00:00
item_000319,ChefElite Essential Bedding,Top-rated bedding product from ChefElite. Ideal for daily use.,Home & Kitchen,Bedding,ChefElite,618.06,0.5596,0.0893,false,2026-01-28T18:54:34.857455+00:00
item_000320,TechPro Compact Smartphone,Top-rated smartphones product from TechPro. Ideal for daily use.,Electronics,Smartphones,TechPro,2283.87,0.6408,0.1242,false,2026-01-28T08:59:44.831856+00:00
item_000321,TechPro Modern Smartphone,Experience excellence with TechPro Modern Smartphone. Premium electronics choice.,Electronics,Smartphones,TechPro,1774.18,0.8649,0.5772,false,2026-02-10T21:02:22.202856+00:00
item_000322,EcoFresh Professional Air Quality,Experience excellence with EcoFresh Professional Air Quality. Premium health & household choice.,Health & Household,Air Quality,EcoFresh,9.36,0.8031,0.2395,false,2026-01-21T18:01:25.381519+00:00
item_000323,TechPro Deluxe Smartphone,"Discover TechPro Deluxe Smartphone, the perfect smartphones solution.",Electronics,Smartphones,TechPro,842.73,0.5100,0.1524,false,2026-01-21T14:51:31.266171+00:00
item_000324,EcoFresh Deluxe Air Quality,EcoFresh Deluxe Air Quality — high-quality air quality for health & household enthusiasts.,Health & Household,Air Quality,EcoFresh,47.03,0.7561,0.0648,false,2026-01-31T23:55:53.512107+00:00
item_000325,PeakAscent Modern Yoga,"Discover PeakAscent Modern Yoga, the perfect yoga solution.",Sports & Outdoors,Yoga,PeakAscent,71.56,0.8245,0.1277,false,2026-01-01T08:42:23.138576+00:00
item_000326,EleganceWear Compact Women's Dresse,EleganceWear Compact Women's Dresse delivers outstanding performance in women's dresses.,Clothing,Women's Dresses,EleganceWear,87.07,0.6233,0.2036,false,2026-01-26T08:14:24.398052+00:00
item_000327,EcoFresh Deluxe Air Quality,EcoFresh Deluxe Air Quality delivers outstanding performance in air quality.,Health & Household,Air Quality,EcoFresh,53.15,0.6500,0.4094,false,2026-01-04T07:16:00.078762+00:00
item_000328,AtlasBooks Premium Comic,"Discover AtlasBooks Premium Comic, the perfect comics solution.",Books,Comics,AtlasBooks,28.46,0.4830,0.3809,false,2026-02-05T10:02:31.074206+00:00
item_000329,ChefElite Eco Bedding,"Discover ChefElite Eco Bedding, the perfect bedding solution.",Home & Kitchen,Bedding,ChefElite,535.20,0.6367,0.2582,false,2026-02-14T13:02:51.631889+00:00
item_000330,EleganceWear Eco Women's Dresse,"Discover EleganceWear Eco Women's Dresse, the perfect women's dresses solution.",Clothing,Women's Dresses,EleganceWear,147.59,0.6074,0.3293,false,2026-02-19T09:09:03.928641+00:00
item_000331,EcoFresh Classic Air Quality,Top-rated air quality product from EcoFresh. Ideal for daily use.,Health & Household,Air Quality,EcoFresh,42.44,0.5312,0.1532,false,2026-02-17T16:09:42.564131+00:00
item_000332,SpiceTrail Classic Spice,SpiceTrail Classic Spice — high-quality spices for grocery & gourmet food enthusiasts.,Grocery & Gourmet Food,Spices,SpiceTrail,76.98,0.8167,0.1004,false,2026-01-25T12:48:01.199641+00:00
item_000333,GlowLab Deluxe Skincare,GlowLab Deluxe Skincare delivers outstanding performance in skincare.,Beauty & Personal Care,Skincare,GlowLab,141.74,0.8145,0.1474,false,2026-01-25T19:18:29.211664+00:00
item_000334,TechPro Premium Smartphone,"Discover TechPro Premium Smartphone, the perfect smartphones solution.",Electronics,Smartphones,TechPro,1425.32,0.8809,0.2247,false,2026-02-20T05:24:27.688601+00:00
item_000335,SpiceTrail Deluxe Spice,"Discover SpiceTrail Deluxe Spice, the perfect spices solution.",Grocery & Gourmet Food,Spices,SpiceTrail,14.18,0.4590,0.1982,false,2026-02-01T03:52:45.773969+00:00
item_000336,PeakAscent Premium Yoga,PeakAscent Premium Yoga delivers outstanding performance in yoga.,Sports & Outdoors,Yoga,PeakAscent,191.45,0.7840,0.6044,false,2026-01-15T16:37:44.863557+00:00
item_000337,TechPro Everyday Smartphone,Experience excellence with TechPro Everyday Smartphone. Premium electronics choice.,Electronics,Smartphones,TechPro,2054.27,0.5632,0.2263,false,2026-01-30T15:03:37.575254+00:00
item_000338,DriveSafe Ultra Oils & Fluid,DriveSafe Ultra Oils & Fluid — high-quality oils & fluids for automotive enthusiasts.,Automotive,Oils & Fluids,DriveSafe,171.62,0.6136,0.4238,false,2026-01-23T23:56:07.779901+00:00
item_000339,DriveSafe Premium Oils & Fluid,Top-rated oils & fluids product from DriveSafe. Ideal for daily use.,Automotive,Oils & Fluids,DriveSafe,422.80,0.6777,0.3699,false,2026-02-10T23:18:15.212923+00:00
item_000340,EleganceWear Premium Women's Dresse,Experience excellence with EleganceWear Premium Women's Dresse. Premium clothing choice.,Clothing,Women's Dresses,EleganceWear,174.93,0.8568,0.3791,false,2026-01-14T16:55:14.192967+00:00
item_000341,AtlasBooks Classic Comic,"Discover AtlasBooks Classic Comic, the perfect comics solution.",Books,Comics,AtlasBooks,29.06,0.7690,0.2739,false,2026-02-02T02:58:10.873885+00:00
item_000342,DriveSafe Modern Oils & Fluid,"Discover DriveSafe Modern Oils & Fluid, the perfect oils & fluids solution.",Automotive,Oils & Fluids,DriveSafe,224.08,0.8122,0.2289,false,2026-01-25T22:39:44.161228+00:00
item_000343,TechPro Premium Smartphone,TechPro Premium Smartphone delivers outstanding performance in smartphones.,Electronics,Smartphones,TechPro,180.59,0.7184,0.0509,false,2026-02-26T14:23:49.909652+00:00
item_000344,TechPro Everyday Smartphone,TechPro Everyday Smartphone delivers outstanding performance in smartphones.,Electronics,Smartphones,TechPro,1048.75,0.6597,0.0866,false,2026-01-22T22:31:53.661691+00:00
item_000345,GlowLab Deluxe Skincare,Top-rated skincare product from GlowLab. Ideal for daily use.,Beauty & Personal Care,Skincare,GlowLab,19.65,0.7191,0.0855,false,2026-01-13T19:11:53.372737+00:00
item_000346,TechPro Classic Smartphone,"Discover TechPro Classic Smartphone, the perfect smartphones solution.",Electronics,Smartphones,TechPro,1118.98,0.8142,0.0641,false,2026-02-08T10:11:31.237254+00:00
item_000347,PeakAscent Essential Yoga,Experience excellence with PeakAscent Essential Yoga. Premium sports & outdoors choice.,Sports & Outdoors,Yoga,PeakAscent,376.38,0.7930,0.0913,false,2026-01-04T19:04:18.549986+00:00
item_000348,DriveSafe Professional Oils & Fluid,DriveSafe Professional Oils & Fluid delivers outstanding performance in oils & fluids.,Automotive,Oils & Fluids,DriveSafe,54.60,0.6676,0.1784,false,2026-01-06T15:40:19.884239+00:00
item_000349,ChefElite Modern Bedding,"Discover ChefElite Modern Bedding, the perfect bedding solution.",Home & Kitchen,Bedding,ChefElite,59.88,0.5747,0.4450,false,2026-01-17T21:15:36.661277+00:00
item_000350,BrainBoost Ultra Action Figure,BrainBoost Ultra Action Figure delivers outstanding performance in action figures.,Toys & Games,Action Figures,BrainBoost,38.49,0.6204,0.1506,false,2026-02-13T05:53:54.206279+00:00
item_000351,PeakAscent Modern Yoga,"Discover PeakAscent Modern Yoga, the perfect yoga solution.",Sports & Outdoors,Yoga,PeakAscent,271.54,0.6879,0.1763,false,2026-02-28T14:55:39.489602+00:00
item_000352,TechPro Premium Smartphone,"Discover TechPro Premium Smartphone, the perfect smartphones solution.",Electronics,Smartphones,TechPro,1926.23,0.6239,0.5652,false,2026-01-02T04:29:56.591046+00:00
item_000353,EcoFresh Essential Air Quality,Top-rated air quality product from EcoFresh. Ideal for daily use.,Health & Household,Air Quality,EcoFresh,79.11,0.6681,0.0857,false,2026-01-14T20:27:46.109399+00:00
item_000354,DriveSafe Everyday Oils & Fluid,Experience excellence with DriveSafe Everyday Oils & Fluid. Premium automotive choice.,Automotive,Oils & Fluids,DriveSafe,247.51,0.6304,0.2362,false,2026-03-01T12:30:20.311584+00:00
item_000355,TechPro Eco Smartphone,"Discover TechPro Eco Smartphone, the perfect smartphones solution.",Electronics,Smartphones,TechPro,1681.32,0.7107,0.2736,false,2026-01-19T02:59:41.743908+00:00
item_000356,EcoFresh Deluxe Air Quality,EcoFresh Deluxe Air Quality — high-quality air quality for health & household enthusiasts.,Health & Household,Air Quality,EcoFresh,18.85,0.7663,0.2450,false,2026-01-02T16:02:51.286195+00:00
item_000357,PeakAscent Compact Yoga,"Discover PeakAscent Compact Yoga, the perfect yoga solution.",Sports & Outdoors,Yoga,PeakAscent,162.00,0.8483,0.2693,false,2026-01-17T02:04:46.276731+00:00
item_000358,EcoFresh Deluxe Air Quality,Experience excellence with EcoFresh Deluxe Air Quality. Premium health & household choice.,Health & Household,Air Quality,EcoFresh,54.62,0.6298,0.3115,false,2026-02-18T20:41:22.542588+00:00
item_000359,SpiceTrail Essential Spice,SpiceTrail Essential Spice — high-quality spices for grocery & gourmet food enthusiasts.,Grocery & Gourmet Food,Spices,SpiceTrail,29.70,0.4549,0.2882,false,2026-02-19T08:11:37.275650+00:00
item_000360,TechPro Premium Smartphone,TechPro Premium Smartphone delivers outstanding performance in smartphones.,Electronics,Smartphones,TechPro,222.90,0.6879,0.1136,false,2026-02-08T06:28:19.151885+00:00
item_000361,EleganceWear Everyday Women's Dresse,Top-rated women's dresses product from EleganceWear. Ideal for daily use.,Clothing,Women's Dresses,EleganceWear,157.13,0.8830,0.1189,false,2026-01-27T12:44:39.499158+00:00
item_000362,TechPro Modern Smartphone,TechPro Modern Smartphone delivers outstanding performance in smartphones.,Electronics,Smartphones,TechPro,700.54,0.6774,0.5767,false,2026-01-10T07:03:30.267013+00:00
item_000363,DriveSafe Compact Oils & Fluid,DriveSafe Compact Oils & Fluid delivers outstanding performance in oils & fluids.,Automotive,Oils & Fluids,DriveSafe,219.72,0.3304,0.1229,false,2026-01-05T10:03:13.852933+00:00
item_000364,EleganceWear Eco Women's Dresse,Experience excellence with EleganceWear Eco Women's Dresse. Premium clothing choice.,Clothing,Women's Dresses,EleganceWear,298.39,0.7236,0.0462,false,2026-01-11T02:27:28.892227+00:00
item_000365,BrainBoost Eco Action Figure,Top-rated action figures product from BrainBoost. Ideal for daily use.,Toys & Games,Action Figures,BrainBoost,191.94,0.6752,0.5916,false,2026-01-24T23:22:35.219336+00:00
item_000366,GlowLab Deluxe Skincare,Top-rated skincare product from GlowLab. Ideal for daily use.,Beauty & Personal Care,Skincare,GlowLab,79.66,0.8309,0.1804,false,2026-01-29T14:20:17.771499+00:00
item_000367,SpiceTrail Compact Spice,Experience excellence with SpiceTrail Compact Spice. Premium grocery & gourmet food choice.,Grocery & Gourmet Food,Spices,SpiceTrail,44.69,0.6314,0.0572,false,2026-02-14T20:52:40.074158+00:00
item_000368,EcoFresh Everyday Air Quality,"Discover EcoFresh Everyday Air Quality, the perfect air quality solution.",Health & Household,Air Quality,EcoFresh,17.22,0.7363,0.2483,false,2026-01-31T12:09:00.267663+00:00
item_000369,EleganceWear Ultra Women's Dresse,EleganceWear Ultra Women's Dresse — high-quality women's dresses for clothing enthusiasts.,Clothing,Women's Dresses,EleganceWear,212.36,0.7793,0.0693,false,2026-01-29T10:32:01.910996+00:00
item_000370,BrainBoost Premium Action Figure,BrainBoost Premium Action Figure — high-quality action figures for toys & games enthusiasts.,Toys & Games,Action Figures,BrainBoost,115.18,1.0000,0.3419,false,2026-01-13T03:22:35.523571+00:00
item_000371,ChefElite Eco Bedding,"Discover ChefElite Eco Bedding, the perfect bedding solution.",Home & Kitchen,Bedding,ChefElite,141.43,0.8305,0.1473,false,2026-02-13T05:09:55.576314+00:00
item_000372,AtlasBooks Professional Comic,AtlasBooks Professional Comic delivers outstanding performance in comics.,Books,Comics,AtlasBooks,42.39,0.4237,0.1421,false,2026-02-25T08:18:55.791836+00:00
item_000373,TechPro Premium Smartphone,TechPro Premium Smartphone delivers outstanding performance in smartphones.,Electronics,Smartphones,TechPro,646.97,0.9144,0.1469,false,2026-02-26T06:07:13.304693+00:00
item_000374,BrainBoost Deluxe Action Figure,Top-rated action figures product from BrainBoost. Ideal for daily use.,Toys & Games,Action Figures,BrainBoost,147.75,0.6857,0.1004,false,2026-02-12T16:23:42.551178+00:00
item_000375,BrainBoost Everyday Action Figure,BrainBoost Everyday Action Figure delivers outstanding performance in action figures.,Toys & Games,Action Figures,BrainBoost,66.96,0.7027,0.0669,false,2026-01-30T21:48:41.421032+00:00
item_000376,EcoFresh Essential Air Quality,EcoFresh Essential Air Quality delivers outstanding performance in air quality.,Health & Household,Air Quality,EcoFresh,13.07,0.6700,0.3086,false,2026-01-23T09:16:48.943888+00:00
item_000377,EleganceWear Classic Women's Dresse,EleganceWear Classic Women's Dresse — high-quality women's dresses for clothing enthusiasts.,Clothing,Women's Dresses,EleganceWear,244.78,0.9588,0.2252,false,2026-01-15T06:24:20.738551+00:00
item_000378,EleganceWear Classic Women's Dresse,"Discover EleganceWear Classic Women's Dresse, the perfect women's dresses solution.",Clothing,Women's Dresses,EleganceWear,16.32,0.4674,0.0127,false,2026-01-11T22:47:33.370622+00:00
item_000379,PeakAscent Modern Yoga,Experience excellence with PeakAscent Modern Yoga. Premium sports & outdoors choice.,Sports & Outdoors,Yoga,PeakAscent,469.25,0.5256,0.0253,false,2026-02-15T13:52:03.339432+00:00
item_000380,ChefElite Essential Bedding,Top-rated bedding product from ChefElite. Ideal for daily use.,Home & Kitchen,Bedding,ChefElite,59.38,0.6923,0.1324,false,2026-02-11T08:11:42.542919+00:00
item_000381,DriveSafe Modern Oils & Fluid,Experience excellence with DriveSafe Modern Oils & Fluid. Premium automotive choice.,Automotive,Oils & Fluids,DriveSafe,271.27,0.5514,0.3792,false,2026-02-08T18:49:38.508080+00:00
item_000382,EleganceWear Everyday Women's Dresse,Experience excellence with EleganceWear Everyday Women's Dresse. Premium clothing choice.,Clothing,Women's Dresses,EleganceWear,102.77,0.8721,0.2833,false,2026-02-13T22:04:54.715267+00:00
item_000383,AtlasBooks Modern Comic,AtlasBooks Modern Comic — high-quality comics for books enthusiasts.,Books,Comics,AtlasBooks,52.78,0.6196,0.1998,false,2026-02-18T15:06:34.314676+00:00
item_000384,EleganceWear Modern Women's Dresse,Top-rated women's dresses product from EleganceWear. Ideal for daily use.,Clothing,Women's Dresses,EleganceWear,111.90,0.5120,0.1669,false,2026-01-01T16:08:33.784816+00:00
item_000385,TechPro Professional Smartphone,TechPro Professional Smartphone delivers outstanding performance in smartphones.,Electronics,Smartphones,TechPro,1946.42,1.0000,0.4993,false,2026-02-28T20:17:52.961538+00:00
item_000386,BrainBoost Classic Action Figure,BrainBoost Classic Action Figure delivers outstanding performance in action figures.,Toys & Games,Action Figures,BrainBoost,53.30,0.6157,0.2513,false,2026-02-12T04:20:43.992801+00:00
item_000387,EcoFresh Essential Air Quality,Experience excellence with EcoFresh Essential Air Quality. Premium health & household choice.,Health & Household,Air Quality,EcoFresh,4.06,0.6952,0.1013,false,2026-02-21T06:33:09.444373+00:00
item_000388,EleganceWear Essential Women's Dresse,"Discover EleganceWear Essential Women's Dresse, the perfect women's dresses solution.",Clothing,Women's Dresses,EleganceWear,143.73,0.7887,0.0275,false,2026-02-08T02:49:21.073160+00:00
item_000389,DriveSafe Modern Oils & Fluid,DriveSafe Modern Oils & Fluid — high-quality oils & fluids for automotive enthusiasts.,Automotive,Oils & Fluids,DriveSafe,52.33,0.6800,0.0027,false,2026-02-19T23:33:24.260286+00:00
